33f5a967-f022-4928-a304-887c2f0e5654|2000-08-21T00:00:00.000|lVHyR09ZM9KtvF2Va49|JtCF70m1AJJwvXSfA1e|JtCF70m1AJJwvXSfA1e|Лихачева|Зоя|Даниловна|23|true
55c7fdc6-e095-4262-9476-ec28f61355bf|1995-06-13T00:00:00.000|aZUxEr06NhIUFGesDft|iTa_EuLe7P70KgIEtww|iTa_EuLe7P70KgIEtww|Стрелков|Давыд|Алексеевна|38|true
afd94741-4f6e-4c91-aa28-547b3d871230|2021-03-06T00:00:00.000|FPLnlugwTB3r8YscYyo|f3pG097oQp7PQAtwK9l|f3pG097oQp7PQAtwK9l|Мясникова|Агафья|Адамович||true
bf29dd3f-5aca-4abf-adf9-758ce65a5dc0|2018-07-21T00:00:00.000|AXOjCiiqUKHDvEqRIha|8GGvPiqd2c4o9lTUQut|8GGvPiqd2c4o9lTUQut|Быкова|Лазарь|Тимуровна|49|true
9aa12511-990d-4a72-bba5-feab44a771e1|2009-07-02T00:00:00.000|mWl8RyyCHd_1M291teb|IZA7TS8OAYr0OLQ9K64|IZA7TS8OAYr0OLQ9K64|Зимин|Анжела|Александровна|28|false
cde0304b-62e1-4b97-ad47-998c1d1432a7|2023-08-21T00:00:00.000|DUtcdjb76VcDMdhaul6|i829wPJ7ky_ZaXwFg2B|i829wPJ7ky_ZaXwFg2B|Терентьев|Наина|||true
5997f41a-17b4-4f58-86d0-2440f694c236|2011-07-21T00:00:00.000|uM9KQQI1P6VhHyU1rFR|eAHR7AALllmf8vyg5A9|eAHR7AALllmf8vyg5A9|Крылова|Потап|Алексеевич|79|true
de9b93c3-71ec-4662-bb2e-d2666297e737|1997-03-16T00:00:00.000|Jk6VLd16dH1PPx8Jm4f|zLjxG8x5LlH2TlYbvF7|zLjxG8x5LlH2TlYbvF7|Одинцов|Ипатий||92|true
57b2d419-c8c5-4817-a013-3d26933b21da|2019-05-21T00:00:00.000|tGWaOJvic6Qjsix17bh|tUEGert9cHzC4uYhv2g|tUEGert9cHzC4uYhv2g|Александрова|Ерофей|Гертрудович|38|true
c273a68f-2452-48f5-8e45-e5b026716c1a|2018-01-26T00:00:00.000|zmdwoubH8zbaWfXoRN4|Qax7HzhHOXV_7y0vmmq|Qax7HzhHOXV_7y0vmmq|Мухина|Ульяна|||false
62f13ea8-f503-406b-b425-68e0955d2386|2020-01-03T00:00:00.000|Z0im40YWQTVGZYcqm9a|RTXiCbfS5b2UqnFJEF0|RTXiCbfS5b2UqnFJEF0|Дементьев|Денис|Изотович|50|false
0896cb25-21d4-4351-a883-05cc22d9a516|2009-12-10T00:00:00.000|AGRFluvHoFkD_Wg6BVE|95wAXV197tslib25NjF|95wAXV197tslib25NjF|Афанасьев|Галактион|Максимовна|16|true
f3293d2f-cc47-496e-8866-8ee69813feb7|2022-03-27T00:00:00.000|veGdy9DjdFO5Yw1bgv9|RLW8LjBZjgTFlZvY66l|RLW8LjBZjgTFlZvY66l|Горбунов|Борис|Никифоровна|38|true
2ed7ebf7-0859-4279-9179-c2772e726c98|2012-01-01T00:00:00.000|KNmuDwMZKrDjB4BEP77|ck5aYfwEjL8bCp_drFV|ck5aYfwEjL8bCp_drFV|Кудрявцева|Милен|Викентьевич|56|true
656f2e38-a9f5-4d89-aa65-9159386cf81c|2022-08-01T00:00:00.000|ePmIL51sz6WMFJ9SVGC|7nrDsOtwMa5NZVkfU0S|7nrDsOtwMa5NZVkfU0S|Орехов|Аникита|Макаровна|47|true
0d73084d-2453-4b7d-9f42-16281773b0ce|2010-04-06T00:00:00.000|6mN0W_8CUQINPzhl1e6|lyMwe_Fhdfa7aMwwG5U|lyMwe_Fhdfa7aMwwG5U|Веселова|Радислав|||true
8c647af2-4ed3-4695-91bc-41ff2ced5603|1997-06-01T00:00:00.000|AscmG6fwZ2JUqvdZg6f|PiAjsqwr11t8KpgTVaj|PiAjsqwr11t8KpgTVaj|Одинцова|Агафон|Яковлевич|90|true
6921b0ea-42c7-409b-8fda-cb367691a527|2016-07-03T00:00:00.000|ExcGTxZd9tlEZumfZbC|9azt0hnFtilwCaSHk5l|9azt0hnFtilwCaSHk5l|Симонова|Артем||84|true
da8f71fb-4496-4c80-97f7-ea6efa3d1ffd|2017-12-26T00:00:00.000|dEI07IoWEoZMT5YsfMw|jV_M9rwMSWQPMLP65Fr|jV_M9rwMSWQPMLP65Fr|Калинин|Семен|Зиновьевич||true
99418f9e-3ade-402e-8e3a-e13531bd55c6|2013-02-20T00:00:00.000|iePuPmYIHCGr_z0o7r_|aJk49Nway_jTiNkgRI2|aJk49Nway_jTiNkgRI2|Матвеева|Аристарх|Юлианович|12|false
ada1606b-6c69-4fb5-9cc9-8c01d7b2e2dc|2008-06-30T00:00:00.000|LUfJFdQejd9As7JzXQt|syNeCaQGi55w2rXtM_R|syNeCaQGi55w2rXtM_R|Соболева|Агафья|Иосипович|24|true
3c8c86dd-f25c-4726-9b6b-d0458c672334|2018-02-26T00:00:00.000|y66HbAaHPwx1ocCea2y|CPvRoRQQkmerhXqvatE|CPvRoRQQkmerhXqvatE|Гуляева|Дмитрий|Афанасьевич|40|false
a2ce8f9a-1720-4bc2-a02e-3cd09e103b51|2023-12-18T00:00:00.000|qXWiF9NbAj0OO5e27n1|bGi0X21oYT3EbrFwig9|bGi0X21oYT3EbrFwig9|Гущина|Тарас|Венедиктович|32|true
c15a7870-3f0c-47cf-b9f7-2687760ee336|1994-07-04T00:00:00.000|1WMn_lFJJu6n3qH8ZAl|mR7cFkwZXxvOU2VRjKl|mR7cFkwZXxvOU2VRjKl|Горбунов|Наркис||34|true
c0d420cf-6a41-48e2-9b2d-5821eff92a93|2012-11-20T00:00:00.000|d_8shlOkmhfm87VWBEJ|wByLjdWsCODsunRnKMd|wByLjdWsCODsunRnKMd|Горбунова|Василиса|||true
36c04e20-4d70-46c3-9d83-534949cd08b2|2016-08-13T00:00:00.000|7yGEWBQD64IqselLWpF|aRXx8e6TNy0n3BOpbYb|aRXx8e6TNy0n3BOpbYb|Егорова|Людмила|Ефстафьевич|81|true
58c69af7-d169-4c4c-b794-aeca0f7f7fd5|2020-12-24T00:00:00.000|hXoiAK0UfjaFKPlWFQC|quABzyOkvy_GeLG58S6|quABzyOkvy_GeLG58S6|Уварова|Ипат|Андреевич|14|true
9165710d-00a0-4da4-a841-90606b6e891f|2016-08-31T00:00:00.000|_N4rHbuQAWesTXHGO8e|qV2LYUEciATQQvDriqG|qV2LYUEciATQQvDriqG|Филиппова|Остап|Натановна|48|true
b4f358dc-55c4-41ca-ab2d-911237622db0|1998-10-20T00:00:00.000|bC9_D0ulzzalir2zCfO|_OV1UGRuOhbpj0DVzzd|_OV1UGRuOhbpj0DVzzd|Большаков|Анастасия|Артемьевич|54|true
0e5f2e58-7d8d-4a77-a255-725af3a29ade|2011-04-14T00:00:00.000|5SnkE3cFh_kc8uhwpwu|3sBrG0dqub7SWyb3ZZY|3sBrG0dqub7SWyb3ZZY|Филатова|Денис||14|true
c682df11-eebb-4fea-8623-544623410541|2017-04-07T00:00:00.000|jjWDAjWTR0ZMZpRbLh0|N65bwvVLL3Ne3F_q0PV|N65bwvVLL3Ne3F_q0PV|Лыткина|Исай|Яковлевич|22|true
